,gb_smid,stationname,brandname,stationalias,address,cross2,cityshort,dma,state,postalcode,lat,long,has_fuel,has_power,has_diesel,has_fuel_update_date,has_power_update_date,has_diesel_update_date,avgprice,price_groups,avg_wait_time,avg_wait_time_grp,wait_observed_time,observed_date
3521,174838,Exxon,Exxon,,2597 N Parkerson Ave,I-10,Crowley,"Lafayette, LA",LA,70526,30.233898,-92.38481,Y,Y,Y,2021-09-09 21:36:22.705,2021-09-06 16:54:26.854,,2.89,4.0,2.07,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3522,159004,Ridge Grocery,,,815 Golden Grain Rd,Tolmark Rd,Duson,"Lafayette, LA",LA,70529-4211,30.159124498302,-92.164927572012,Y,Y,Y,2021-09-06 02:16:09.163,2021-09-06 02:16:08.054,2021-09-06 02:16:09.930,,0.0,2.05,1,2021-09-08 22:00:00.000,2021-09-10 19:23:01.000
3523,113797,Chevron,Chevron,,3955 US-190,LA-26,Elton,"Lafayette, LA",LA,70532,30.481236352055,-92.670847177506,N,Y,Y,2021-09-04 18:02:09.211,2019-07-15 14:31:58.017,2018-09-29 14:54:48.577,2.89,4.0,1.06,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3524,50766,Exxon,Exxon,Tobacco Plus,100 W Laurel Ave,CC Duson,Eunice,"Lafayette, LA",LA,70535,30.495389192672,-92.415533065796,Y,Y,Y,,,,,0.0,2.6,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3525,50768,Valero,Shell,,1802 W Laurel Ave,Eisenhower St,Eunice,"Lafayette, LA",LA,70535,30.495444660953,-92.43400812149,Y,Y,Y,,,,,0.0,12.56,2,2021-09-08 18:00:00.000,2021-09-10 19:23:01.000
3526,152433,Brownie's,,,186 W Maple Ave,S 2nd St,Eunice,"Lafayette, LA",LA,70535,30.487704,-92.416099,N,Y,Y,2021-08-28 02:30:12.681,,,,0.0,0.87,1,2021-09-08 17:00:00.000,2021-09-10 19:23:01.000
3527,204305,J & W Grocery,,,807 S 5th St,LA-98,Iota,"Lafayette, LA",LA,70543,30.318803,-92.494991,Y,Y,Y,,,,,0.0,1.58,1,2021-09-06 18:00:00.000,2021-09-10 19:23:01.000
3528,150781,Exxon,Exxon,,1706 Elton Rd,Hospital Dr,Jennings,"Lafayette, LA",LA,70546,30.240548,-92.662999,Y,Y,Y,2021-09-09 21:58:19.839,2021-09-09 21:58:19.839,2021-09-09 21:58:19.838,2.99,5.0,3.37,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
3529,149903,Exxon,Exxon,,1082 3rd St,Calcasieu Ave,Lake Arthur,"Lafayette, LA",LA,70549,30.080863,-92.671523,N,Y,Y,2021-09-05 02:09:32.569,,,,0.0,1.02,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3530,165879,Myers Landing,,,169 Myers Landing,Par Rd 124,Lake Arthur,"Lafayette, LA",LA,70549,30.022621,-92.769402,Y,Y,Y,,,,,0.0,38.96,3,2021-08-28 22:00:00.000,2021-09-10 19:23:01.000
3531,171975,B & B Auto Parts,,,205 N Main St,Daigre St,Loreauville,"Lafayette, LA",LA,70552,30.054265,-91.738393,Y,Y,Y,2021-09-07 21:33:02.869,,,,0.0,1.23,1,2021-09-09 19:00:00.000,2021-09-10 19:23:01.000
3532,103193,Canal,,Mamou Canal,321 6th St,Mulberry St,Mamou,"Lafayette, LA",LA,70554,30.632579972676,-92.41982460022,Y,Y,Y,2019-07-15 05:04:26.875,2019-07-15 05:04:24.333,2019-07-15 05:04:26.338,,0.0,36.91,3,2021-09-07 12:00:00.000,2021-09-10 19:23:01.000
3533,149800,Chevron,Chevron,,8517 Maurice Ave,W Lafayette St,Maurice,"Lafayette, LA",LA,70555,30.10848,-92.124926,Y,Y,Y,2021-09-07 17:24:13.846,2021-09-07 17:24:12.729,2021-09-07 17:24:10.380,2.99,5.0,0.75,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3534,154247,Chevron,Chevron,,2630 Military Rd,Parkway Rd,Ringgold,Shreveport,LA,71068,32.330521,-93.27997,Y,Y,Y,,,,3.05,5.0,1.13,1,2021-09-06 05:00:00.000,2021-09-10 19:23:01.000
3535,153530,E-Z Mart,E-Z Mart,,26545 US-371,Kings Corner Rd,Sarepta,Shreveport,LA,71071-2437,32.950957636838,-93.456684798002,Y,Y,Y,,,,,0.0,3.93,1,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
3536,151480,Harkins Handy Stop,,,101 Reynolds St,1st St SE,Springhill,Shreveport,LA,71075,33.002059,-93.460158,Y,Y,Y,,,,,0.0,1.33,1,2021-09-09 14:00:00.000,2021-09-10 19:23:01.000
3537,169135,Smith's South Central,,,1802 S Arkansas St,Gaisser St,Springhill,Shreveport,LA,71075,32.986807,-93.46035,Y,Y,Y,,,,,0.0,1.0,1,2021-09-09 10:00:00.000,2021-09-10 19:23:01.000
3538,71833,Chevron,Chevron,,12300 Mansfield Rd,Keithville Lodge Rd,Keithville,Shreveport,LA,71078,32.33656858358,-93.829464912415,Y,Y,Y,,,,,0.0,9.04,2,2021-09-09 05:00:00.000,2021-09-10 19:23:01.000
3539,160070,Shell,Shell,Food Junction,1137 LA-171 N,Stanley Rd,Stonewall,Shreveport,LA,71078,32.272868994375,-93.818812519312,Y,Y,Y,,,,2.94,4.0,12.57,2,2021-09-09 19:00:00.000,2021-09-10 19:23:01.000
3540,146996,Conoco,Conoco,All-N-1,1216 Cut Off Rd,E Carrol St,Coushatta,Shreveport,LA,71079,32.016794238535,-93.329519927502,Y,Y,Y,,,,,0.0,1.02,1,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
3541,95887,CITGO,CITGO,Cash Magic Vivian,14355 LA-1,LA-2,Vivian,Shreveport,LA,71082,32.81085,-93.98144,Y,Y,Y,,,,,0.0,4.03,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3542,171057,77 Food Store,,,923 S Pine St,Williamson Way,Vivian,Shreveport,LA,71082,32.857225,-93.985006,Y,Y,Y,,,,,0.0,2.0,1,2021-09-06 20:00:00.000,2021-09-10 19:23:01.000
3543,203609,Kroger,Shell,,6652 Youree Dr.,E 70th St,Shreveport,Shreveport,LA,71105,32.4448139,-93.7220901,Y,Y,Y,2021-09-03 13:53:47.534,2021-09-03 13:53:47.534,2021-09-03 13:53:47.534,2.69,2.0,9.9,2,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3544,101319,Sam's Club,Sam's Club,,7400 Youree Dr ,Bert Kouns Industrial Loop,Shreveport,Shreveport,LA,71105,32.438354,-93.716362,Y,Y,Y,2021-09-03 13:54:57.397,2021-09-03 13:54:57.397,,2.58,1.0,1.41,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
3545,94987,Shell,Shell,Circle K,762 Pierremont Rd,Line Ave,Shreveport,Shreveport,LA,71106-2212,32.455094451514,-93.745828270912,Y,Y,Y,2021-06-05 19:58:49.642,2021-06-05 19:58:49.642,2021-06-05 19:58:49.642,2.71,2.0,2.66,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3546,145654,Circle K,Circle K,,339 W 70th St,Linwood Ave,Shreveport,Shreveport,LA,71106,32.441746140688,-93.762728869915,Y,Y,Y,2021-05-28 01:29:02.783,2021-05-28 01:29:02.783,2021-05-28 01:29:02.783,2.69,2.0,1.0,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
3547,192800,Kroger,Kroger,,9484 Ellerbe Rd,E Flournoy Lucas Road,Shreveport,Shreveport,LA,71106,32.39477776057,-93.726435899734,Y,Y,Y,2021-09-02 19:42:58.902,2021-09-02 19:42:58.902,2021-09-02 19:42:58.902,2.69,2.0,1.35,1,2021-09-09 00:00:00.000,2021-09-10 19:23:01.000
3548,91850,RaceWay,Raceway,,1920 N Market St,Nelson St,Shreveport,Shreveport,LA,71107,32.546538,-93.776693,Y,Y,Y,2021-06-03 18:35:36.755,2021-06-03 18:35:36.755,2021-06-03 18:35:36.755,,0.0,39.03,3,2021-09-09 17:00:00.000,2021-09-10 19:23:01.000
3549,145939,Jewella Quick Stop,,,1301 Jewella Ave,Sunset Dr,Shreveport,Shreveport,LA,71109-1522,32.499585596422,-93.796953856945,Y,Y,Y,,,,,0.0,1.02,1,2021-09-06 17:00:00.000,2021-09-10 19:23:01.000
3550,109192,Shell,Shell,,5454 W 70th St,Buncombe Rd,Shreveport,Shreveport,LA,71109,32.442549720933,-93.84423583746,Y,Y,Y,2021-09-02 14:36:10.319,2021-09-02 14:36:10.319,2021-09-02 14:36:10.319,,0.0,1.24,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
3551,142484,Chevron,Chevron,,748 Isle of Capri Blvd,I-20,Bossier City,Shreveport,LA,71111,32.512932873001,-93.726462721825,Y,Y,Y,2021-08-31 00:29:55.282,2021-08-31 00:29:55.282,2019-07-23 10:17:43.939,,0.0,1.53,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3552,145855,Shell,Chevron,,1400 Swan Lake Rd,Shed Rd,Bossier City,Shreveport,LA,71111,32.544161765658,-93.67251008749,Y,Y,Y,,2019-07-15 10:05:52.582,2019-07-15 10:05:52.581,2.83,3.0,1.02,1,2021-09-09 19:00:00.000,2021-09-10 19:23:01.000
3553,115239,Chevron,Chevron,,1604 Airline Dr,Patricia Dr,Bossier City,Shreveport,LA,71112,32.514205518506,-93.693892657757,Y,Y,Y,2021-06-03 21:40:47.436,2021-06-03 21:40:47.436,,2.85,4.0,2.03,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3554,137337,Exxon,Exxon,,7996 Barksdale Blvd,Caplis Sligo Rd,Bossier City,Shreveport,LA,71112,32.3972301,-93.6102409,Y,Y,Y,2020-09-13 20:18:43.625,2020-09-13 20:18:43.625,2020-09-13 20:18:43.625,,0.0,1.02,1,2021-09-09 12:00:00.000,2021-09-10 19:23:01.000
3555,123374,Circle K,Circle K,,7702 Pines Rd,Buncombe Rd,Shreveport,Shreveport,LA,71129,32.432159697474,-93.861043134393,Y,Y,Y,2021-06-03 04:29:32.595,2021-06-03 04:29:34.217,,2.73,2.0,1.33,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3556,145742,Phillips 66,Phillips 66,Elon Food Mart,6850 Buncombe Rd,W Bert Kouns Industrial Loop,Shreveport,Shreveport,LA,71129-9308,32.412721910176,-93.889452517033,Y,Y,Y,2021-05-24 19:35:25.672,2021-05-24 19:35:25.673,,,0.0,4.45,1,2021-09-09 15:00:00.000,2021-09-10 19:23:01.000
3557,144236,76,76,,1511 Texas Ave,N  18th St,Monroe,Monroe-El Dorado,LA,71201,32.50236,-92.097294,Y,Y,Y,2020-09-11 19:20:01.359,2020-09-11 19:20:01.360,2020-09-11 19:20:01.360,,0.0,0.45,1,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
3558,176325,Rush Hour,,,1001 Winnsboro Rd,S 7th St,Monroe,Monroe-El Dorado,LA,71202,32.484063,-92.093099,Y,Y,Y,,,,,0.0,0.8,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
3559,146330,Exxon,Exxon,Express Way,1099 US-167,Double Bridges Rd,Bernice,Monroe-El Dorado,LA,71222,32.795975001073,-92.66296684742,Y,Y,Y,2020-11-03 17:51:21.459,2020-11-03 17:51:21.459,2020-11-03 17:51:21.458,,0.0,34.41,3,2021-09-05 17:00:00.000,2021-09-10 19:23:01.000
3560,141865,Seven Mart,Texaco,,930 Broadway St,Sharon St,Delhi,Monroe-El Dorado,LA,71232-3404,32.446336637479,-91.493376195431,Y,Y,Y,2021-09-02 18:44:30.014,2021-09-02 18:44:29.767,2021-09-02 18:44:30.255,2.87,4.0,6.06,2,2021-09-09 19:00:00.000,2021-09-10 19:23:01.000
3561,167418,Parish Line,,,15098 LA-15,LA-552,Downsville,Monroe-El Dorado,LA,71234,32.582937771469,-92.314537167549,Y,Y,Y,,,,2.79,3.0,1.02,1,2021-09-08 18:00:00.000,2021-09-10 19:23:01.000
3562,146056,Conoco,Conoco,,4th St,LA-148,Eros,Monroe-El Dorado,LA,71238 ,32.391331884498,-92.424373626709,Y,Y,Y,2020-08-30 23:33:52.021,2020-08-30 23:33:52.022,,,0.0,5.07,2,2021-08-28 00:00:00.000,2021-09-10 19:23:01.000
3563,146332,Exxon,Exxon,Popeyes,410 S Main St,Gin St,Farmerville,Monroe-El Dorado,LA,71241,32.771296388473,-92.405567318201,Y,Y,Y,,,,,0.0,1.22,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3564,171320,Chevron,Chevron,,9680 LA-15,LA-33,Farmerville,Monroe-El Dorado,LA,71241,32.741461,-92.429695,Y,Y,Y,2020-08-28 14:22:14.323,2020-08-28 14:22:14.323,2020-08-28 14:22:14.323,,0.0,4.2,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3565,178557,Super Save,,,722 Sterlington Rd,Glory Rd,Farmerville,Monroe-El Dorado,LA,71241,32.769821407751,-92.394155859947,Y,Y,Y,2020-10-15 17:13:25.610,2020-10-15 17:13:25.609,,,0.0,16.73,2,2021-09-08 13:00:00.000,2021-09-10 19:23:01.000
3566,146490,Chevron,Chevron,,959 Rwe Jones St,I-20 ,Grambling,Monroe-El Dorado,LA,71245-2115,32.53764973238,-92.715819776058,Y,Y,Y,,,,,0.0,0.35,1,2021-09-09 01:00:00.000,2021-09-10 19:23:01.000
3567,141880,RaceWay,Raceway,,2207 S Louisa St,I-20  ,Rayville,Monroe-El Dorado,LA,71269,32.455049185884,-91.758751273155,Y,Y,Y,2020-08-29 19:15:04.953,2020-08-29 19:15:05.878,2019-07-13 13:01:46.936,2.73,2.0,1.9,1,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
3568,98316,Exxon,Exxon,Express Way,100 Woodward Ave,N Vienna St,Ruston,Monroe-El Dorado,LA,71270-2329,32.54131280921,-92.638470232487,Y,Y,Y,2020-10-28 00:58:14.936,2020-09-23 18:27:13.174,,2.79,3.0,2.87,1,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
3569,126905,Shell,Shell,E-Z Mart,1806 W Calfornia Ave,Skokie Dr,Ruston,Monroe-El Dorado,LA,71270-5433,32.515526698505,-92.660576909802,Y,Y,Y,2021-05-12 18:26:46.840,2020-10-07 21:34:23.249,2020-10-07 21:34:23.249,2.87,4.0,0.95,1,2021-09-09 17:00:00.000,2021-09-10 19:23:01.000
3570,138395,Valero,Valero,Harde Mart,600 Hwy 2,High St,Sterlington,Monroe-El Dorado,LA,71280,32.692587643657,-92.075112462044,Y,Y,Y,,,,,0.0,0.22,1,2021-09-08 23:00:00.000,2021-09-10 19:23:01.000
3571,82557,Murphy USA,Murphy USA,,1027 Glenwood Dr,Thomas Rd,West Monroe,Monroe-El Dorado,LA,71291,32.509209,-92.15659,Y,Y,Y,2020-11-13 14:12:25.860,2020-11-13 14:12:25.861,2020-08-27 20:44:26.000,,0.0,4.03,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3572,139991,Circle K,Circle K,,170 Well Rd,I-20,West Monroe,Monroe-El Dorado,LA,71291,32.513977830902,-92.192330360413,Y,Y,Y,2020-11-15 09:35:49.482,2020-11-15 09:35:50.628,2020-11-15 09:35:50.044,2.69,2.0,15.12,2,2021-09-09 17:00:00.000,2021-09-10 19:23:01.000
3573,139173,Exxon,Exxon,,3500 Cypress St,Warren Dr,West Monroe,Monroe-El Dorado,LA,71291,32.517522379392,-92.16188326478,Y,Y,Y,2020-10-19 00:58:24.484,2020-10-19 00:58:24.484,,,0.0,5.3,2,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3574,140052,Alon,Alon,Christy Short Stop,149 Gb Cooley Rd,Whites Ferry Rd,West Monroe,Monroe-El Dorado,LA,71291,32.562512003304,-92.15838432312,Y,Y,Y,2020-11-11 16:49:16.118,2020-11-11 16:49:16.117,,,0.0,,0,,2021-09-10 19:23:01.000
3575,152333,J Mart,,,2520 Arkansas Rd,Forty Oaks Farm Rd,West Monroe,Monroe-El Dorado,LA,71291,32.534564,-92.19182,Y,Y,Y,,,,,0.0,1.0,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3576,137947,Texaco,Texaco,White's Ferry Mart,4108 Whites Ferry Rd ,Ridgedale,West Monroe,Monroe-El Dorado,LA,71291,32.548006959798,-92.149565219879,Y,Y,Y,2020-10-30 18:16:32.902,2020-10-30 18:16:32.900,2020-10-30 18:16:32.901,,0.0,15.85,2,2021-09-06 00:00:00.000,2021-09-10 19:23:01.000
3577,152961,Shell,Shell,Central Station,123 Cheniere Drew Rd,I-20 ,West Monroe,Monroe-El Dorado,LA,71291,32.512209,-92.245241,Y,Y,Y,2020-11-15 09:34:14.895,2020-11-15 09:34:16.041,2020-11-15 09:34:15.444,,0.0,0.85,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
3578,155667,Super Save,,Super Save Travel ,4500 Cypress St,Downing Pines,West Monroe,Monroe-El Dorado,LA,71291,32.513869,-92.175164,Y,Y,Y,2020-08-29 12:18:47.142,2020-08-28 22:18:17.522,,,0.0,60.0,4,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3579,176434,Walmart Neighborhood Market,Walmart,,5251 Cypress St,Netherland St,West Monroe,Monroe-El Dorado,LA,71291,32.515753,-92.18789,Y,Y,Y,2020-11-05 23:04:09.139,2020-11-05 23:04:09.139,2020-11-05 23:04:09.139,2.52,1.0,1.0,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3580,174905,U Pak It,,,3700 Front St,Taylor Ave,Winnsboro,Monroe-El Dorado,LA,71295,32.168138,-91.724065,Y,Y,Y,,,,2.89,4.0,1.0,1,2021-09-09 13:00:00.000,2021-09-10 19:23:01.000
3581,86168,Circle K,Circle K,,3417 Jackson St,MacArthur Dr,Alexandria,"Alexandria, LA",LA,71301-4038,31.286865514263,-92.473763823509,Y,Y,Y,2021-09-09 15:06:06.231,2021-09-09 15:06:06.917,2021-09-09 15:06:06.574,2.69,2.0,5.76,2,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3582,146817,Chevron,Chevron,,2505 Mason St,Fenner St,Alexandria,"Alexandria, LA",LA,71301,31.2918382,-92.451025,Y,Y,Y,2020-10-26 00:07:39.318,2020-10-26 00:07:39.317,,2.81,3.0,1.02,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3583,146825,Chevron,Chevron,,1100 Warren Ave,Jackson St,Alexandria,"Alexandria, LA",LA,71301,31.26418,-92.4894599,Y,Y,Y,2021-09-09 15:06:20.169,2021-09-09 15:06:20.971,2021-09-09 15:06:20.478,2.99,5.0,0.05,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3584,146838,Texaco,Texaco,,603 MacArthur Dr,Stimson Ave,Alexandria,"Alexandria, LA",LA,71301,31.29564,-92.47787,Y,Y,Y,2021-09-09 15:07:32.359,2021-09-09 15:07:31.706,2021-09-09 15:07:32.024,,0.0,1.51,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3585,174234,Murphy USA,Murphy USA,,2052 N Mall Dr,N Blvd,Alexandria,"Alexandria, LA",LA,71301,31.27778,-92.453872,Y,Y,Y,2021-09-09 15:09:26.402,2021-09-09 15:09:27.054,2021-09-09 15:09:27.606,2.65,1.0,4.12,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3586,86167,Conoco,Conoco,A & M MiniMart,2161 N Bolton Ave,Enterprise Rd,Alexandria,"Alexandria, LA",LA,71303-4406,31.320785,-92.474482,Y,Y,Y,,,,,0.0,2.58,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
3587,138995,Spirit,,Bunkie Spirit F & Serv,603 S W Main ,Pershing Ave,Bunkie,,LA,71322		,30.950819110362,-92.180957794189,Y,Y,Y,,2021-05-20 03:34:17.595,,,0.0,1.27,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
3588,167022,CITGO,CITGO,,526 Front St,Don Dr,Cottonport,"Alexandria, LA",LA,71327,30.990278,-92.06027,Y,Y,Y,,,,,0.0,5.61,2,2021-09-02 20:00:00.000,2021-09-10 19:23:01.000
3589,165851,Ridgecrest Market,,,6406 US-84 E,Foster Dr,Ferriday,Monroe-El Dorado,LA,71334,31.606655,-91.52299,Y,Y,Y,2020-10-20 21:52:37.814,2020-10-20 21:52:37.813,2019-08-19 17:04:41.000,,0.0,26.53,2,2021-09-09 17:00:00.000,2021-09-10 19:23:01.000
3590,186741,Kelone,,,2176 Leglise St,Baton Rouge Ave,Mansura,"Alexandria, LA",LA,71350,31.055792,-92.048355,Y,Y,Y,2021-09-01 23:31:20.529,2021-09-01 23:31:20.529,,,0.0,1.08,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3591,172298,Exxon,Exxon,,2152 LA-1,Schoolhouse Rd,Marksville,"Alexandria, LA",LA,71351,31.130932,-92.173163,Y,Y,Y,,,,,0.0,0.5,1,2021-09-09 15:00:00.000,2021-09-10 19:23:01.000
3592,174509,Taunton's,,,6298 LA-129, LA-565,Monterey,Monroe-El Dorado,LA,71354,31.447538,-91.71722,Y,Y,Y,,,,,0.0,9.57,2,2021-09-09 15:00:00.000,2021-09-10 19:23:01.000
3593,92242,Murphy USA,Murphy USA,,3634 Monroe Hwy,LA-116,Pineville,"Alexandria, LA",LA,71360,31.367572,-92.409154,Y,Y,N,2021-09-10 14:09:50.450,2021-09-10 14:09:56.326,2021-09-10 14:09:54.264,2.55,1.0,1.73,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3594,187282,Village Station,,,9405 Maurice  Ave,Highway 92,Maurice,"Lafayette, LA",LA,70555,30.102315,-92.124331,Y,Y,N,2021-09-10 02:30:20.501,2021-09-10 02:30:20.499,2021-09-09 22:52:14.133,2.96,5.0,0.6,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3595,176975,T-Nu Nu's Gas & Deli,,,225 W Milton Ave,Espasie Dr,Milton,"Lafayette, LA",LA,70558,30.104054977872,-92.076314091682,N,Y,N,2021-09-06 19:55:47.392,,2021-09-06 19:55:47.943,,0.0,0.8,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
3596,50848,Circle K,Circle K,Corner Store,2709 E Old Spanish Trl,Nelson Canal Rd,New Iberia,"Lafayette, LA",LA,70560,29.988021594178,-91.781330108643,Y,Y,Y,2021-09-10 18:27:32.342,2021-09-10 18:27:33.744,2021-09-10 18:27:32.785,,0.0,3.7,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3597,50841,Chevron,Chevron,,3005 Loreauville Rd,Emile Verret Rd,New Iberia,"Lafayette, LA",LA,70563,30.012550936801,-91.773691177368,Y,Y,N,2021-09-10 12:40:41.720,2021-09-10 12:40:43.784,2021-09-08 10:11:06.542,,0.0,6.67,2,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3598,154132,Exxon,Exxon,,5823 Cameron St,Alfred St,Scott,"Lafayette, LA",LA,70583,30.233847,-92.094153,Y,Y,Y,2021-09-10 18:45:24.022,2021-09-10 18:45:30.512,2021-09-10 18:45:30.097,,0.0,1.43,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3599,100686,RaceTrac,RaceTrac,381,201 Ambassador Caffery Pkwy,I-10,Scott,"Lafayette, LA",LA,70583,30.242533,-92.066123,Y,Y,Y,2021-09-09 22:37:21.868,2021-09-09 22:37:25.590,2021-09-09 22:37:24.556,2.69,2.0,1.36,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3600,149136,Jay's,,,  LA-182, LA-754,Sunset,"Lafayette, LA",LA,70584,30.417453,-92.090785,Y,Y,Y,2021-09-04 21:37:54.273,2021-09-04 21:37:55.294,,,0.0,2.12,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
3601,166272,Sunset Mini Mart,,,914 Napoleon Ave,Budd St,Sunset,"Lafayette, LA",LA,70584,30.411157,-92.063745,N,Y,Y,2021-09-04 17:51:18.805,2021-09-05 14:50:46.736,,,0.0,1.95,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
3602,104445,Murphy USA,Murphy USA,,893 E Lasalle St,US-167,Ville Platte,"Lafayette, LA",LA,70586,30.68487,-92.261761,N,Y,Y,2021-09-08 17:10:04.679,2021-09-03 13:36:22.371,2021-09-06 21:00:57.458,2.77,3.0,7.3,2,2021-09-08 20:00:00.000,2021-09-10 19:23:01.000
3603,204815,Geaux Fresh Convenience Market,Exxon,,2900 Chemin Metairie Pkwy,Guillot Rd,Youngsville,"Lafayette, LA",LA,70592,30.083652,-91.989512,Y,Y,Y,2021-09-10 17:42:29.622,2021-09-10 17:42:30.762,2021-09-10 17:42:30.395,,0.0,6.94,2,2021-09-09 16:00:00.000,2021-09-10 19:23:01.000
3604,87145,Murphy USA,Murphy USA,,3425 Gerstner Memorial Blvd,Monroe St,Lake Charles,Lake Charles,LA,70601,30.194961,-93.179146,Y,Y,Y,2021-09-08 21:36:27.328,2021-09-08 21:36:27.327,2020-11-04 09:45:24.280,,0.0,1.05,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
3605,50814,Shell,Shell,Mae Mae's,428 7th St,Hodges St,Lake Charles,Lake Charles,LA,70601,30.218947942406,-93.21636557579,Y,Y,Y,2021-09-03 00:52:16.863,2021-09-03 00:52:16.863,,2.99,5.0,16.77,2,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
3606,134535,Exxon,Exxon,,307 W 18th St,Ernest St,Lake Charles,Lake Charles,LA,70601-8458,30.20545387268,-93.223449707031,Y,Y,Y,2019-07-14 18:31:47.638,2019-07-14 18:31:47.637,,,0.0,0.03,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
3607,146710,Kroger,Kroger,,600 12th St,Common St,Lake Charles,Lake Charles,LA,70601,30.212793432281,-93.21364313364,Y,Y,Y,2020-09-26 15:53:02.871,2020-09-26 15:53:02.869,,,0.0,1.83,1,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
3608,172807,Chevron,Chevron,Westlake Smoke Shop,801 I-10,Sampson,Lake Charles,Lake Charles,LA,70601,30.237824727129,-93.260788321495,Y,Y,Y,2021-05-14 12:02:09.514,2021-05-14 12:02:09.514,,,0.0,1.0,1,2021-09-09 16:00:00.000,2021-09-10 19:23:01.000
3609,195850,Chevron,Chevron,Evan's Corner Store,2211 Ryan,Chavanne,Lake Charles,Lake Charles,LA,70601-7317,30.210486357564,-93.218457698822,Y,Y,Y,2020-11-04 09:40:05.195,2020-11-04 09:40:05.194,2020-11-04 09:40:05.194,,0.0,1.0,1,2021-09-08 21:00:00.000,2021-09-10 19:23:01.000
3610,156922,Conoco,Conoco,,1303 US-171  ,Griffin St,Lake Charles,Lake Charles,LA,70601,30.254813514928,-93.180220127106,Y,Y,Y,,,,,0.0,1.49,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3611,160438,Exxon,Exxon,More 4 Less,2202 Common St,Scott St,Lake Charles,Lake Charles,LA,70601,30.211077425056,-93.214209079742,Y,Y,Y,,,,2.89,4.0,1.55,1,2021-09-09 17:00:00.000,2021-09-10 19:23:01.000
3612,87144,Murphy USA,Murphy USA,,3441 Nelson Rd,W Prien Lake Rd,Lake Charles,Lake Charles,LA,70605,30.194914,-93.248361,Y,Y,Y,2020-11-19 22:04:22.776,2020-11-19 22:04:22.776,2020-11-19 22:04:22.777,2.68,1.0,1.0,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
3613,200096,Airport Corner Store,Chevron,,6878 Lake St,W Gauthier Rd,Lake Charles,Lake Charles,LA,70605,30.140425,-93.2343796,Y,Y,Y,2021-09-03 17:32:13.226,2021-09-03 17:32:13.226,,,0.0,,0,,2021-09-10 19:23:01.000
