,gb_smid,stationname,brandname,stationalias,address,cross2,cityshort,dma,state,postalcode,lat,long,has_fuel,has_power,has_diesel,has_fuel_update_date,has_power_update_date,has_diesel_update_date,avgprice,price_groups,avg_wait_time,avg_wait_time_grp,wait_observed_time,observed_date
2424,56150,Shell,Shell,,3534 W Edenborn Ave,Esplanade Ave,Metairie,New Orleans,LA,70002,30.013379,-90.161701,N,N,Y,2021-09-01 01:55:16.294,2021-09-01 01:55:16.294,,,0.0,1.0,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2425,56145,Shell,Shell,,5900 W Metairie Ave,Elise Ave,Metairie,New Orleans,LA,70003,29.983708,-90.198659,N,Y,N,2021-09-07 15:09:50.105,2021-09-07 15:09:51.368,2021-09-07 15:09:50.744,2.89,4.0,1.0,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2426,106729,Discount Zone,,,8824 Veterans Memorial Blvd,Mississippi Ave,Metairie,New Orleans,LA,70003,30.005205158697,-90.225251913071,Y,Y,Y,2021-09-10 15:43:00.689,2021-09-10 15:43:00.689,2021-09-10 15:43:00.666,2.97,5.0,1.61,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2427,140871,CITGO,CITGO,,7571 W Judge Perez Dr,Rowley Blvd,Arabi,New Orleans,LA,70032,29.959135,-89.99249,Y,Y,Y,2021-09-04 13:13:40.762,2021-09-04 13:13:43.204,2021-09-02 22:55:25.047,2.99,5.0,0.98,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2428,135832,Exxon,Exxon,,10850 LA-23,Cedar Dr,Belle Chasse,New Orleans,LA,70037,29.794691094795,-90.020376741886,Y,N,Y,2021-08-31 19:08:23.560,2021-09-08 16:41:06.767,,3.29,5.0,6.65,2,2021-09-09 18:00:00.000,2021-09-10 19:23:01.000
2429,135412,Exxon,Exxon,,14130 US-90,2nd St,Boutte,New Orleans,LA,70039,29.8918929,-90.4080163,N,Y,N,2021-09-06 21:59:52.266,2021-09-06 21:59:56.321,2021-09-06 21:59:54.772,,0.0,0.9,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2430,128671,Gulf,Gulf,,2400 Paris Rd,Trist Pl,Chalmette,New Orleans,LA,70043,29.940878516775,-89.964884519577,Y,Y,Y,2021-09-05 16:23:03.651,2021-09-05 16:23:04.752,2019-08-19 17:03:29.000,2.84,3.0,30.92,3,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2431,91452,Shell,Shell,Big River,13470 River Rd  ,Longview Dr,Destrehan,New Orleans,LA,70047,29.9489851486,-90.37525177002,N,N,N,2021-09-05 00:26:22.155,2021-09-05 00:26:22.155,2021-09-05 00:26:22.155,,0.0,1.01,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2432,158170,MoniCarlo Fuel Stop,,,5353 W Airline Hwy,LA-54,Garyville,New Orleans,LA,70051,30.075855,-90.6250497,N,N,N,2021-09-08 04:31:00.239,2021-09-08 04:31:02.183,2021-09-08 04:31:10.591,,0.0,1.02,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2433,56104,Key's Fuel Mart,,,2 Westbank Expy,Willow Dr,Gretna,New Orleans,LA,70053,29.913764844284,-90.050940513611,N,Y,Y,2021-09-04 19:03:27.927,2021-09-04 07:40:25.273,2021-09-04 07:40:25.273,,0.0,2.64,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2434,56106,Shell,Shell,,1400 Lafayette St,Westbank Expy,Gretna,New Orleans,LA,70053,29.909096381865,-90.056315660477,N,N,N,2021-08-31 18:42:25.579,2021-08-31 18:42:25.579,2021-08-31 18:42:25.579,,0.0,1.24,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2435,187572,Walmart Neighborhood Market,Walmart,,95 Westbank Expy,Evergreen Dr,Gretna,New Orleans,LA,70053,29.912553,-90.053183,Y,Y,Y,2021-09-08 15:16:40.969,2021-09-08 15:16:40.969,2021-09-05 14:21:59.904,,0.0,1.09,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2436,56173,Fast Fuel,,Fast Fuel Mart,831 Whitney Ave,Stumpf Blvd,Gretna,New Orleans,LA,70056,29.911684057638,-90.042602866888,N,N,Y,2021-09-01 21:11:05.579,2021-09-01 21:11:06.935,,,0.0,1.58,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2437,154417,CITGO,CITGO,,River Rd,Elm St,Hahnville,New Orleans,LA,70057,29.980627,-90.407946,Y,Y,Y,2021-09-05 21:31:54.441,2021-09-05 21:31:54.441,,,0.0,46.48,3,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2438,56113,Chevron,Chevron,,647 Manhattan Blvd,8th St,Harvey,New Orleans,LA,70058,29.906808569393,-90.067806243896,Y,Y,Y,2021-09-05 17:36:36.811,2021-09-01 21:09:42.665,2021-09-01 06:07:23.971,,0.0,3.07,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2439,74277,BG Mart,,,2248 Westbank Expy,Brown Ave,Harvey,New Orleans,LA,70058,29.899692,-90.07293,N,N,Y,2021-09-01 19:25:44.847,2021-09-01 19:25:45.442,,,0.0,1.0,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2440,56117,Sam's Club,Sam's Club,,1527 Manhattan Blvd,Gretna Blvd,Harvey,New Orleans,LA,70058,29.89228,-90.05821,Y,Y,Y,2021-09-10 17:58:39.960,2021-09-10 17:58:40.433,,2.61,1.0,1.83,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2441,56129,Shell,Shell,,3501 Williams Blvd,W Esplanade Ave,Kenner,New Orleans,LA,70062,30.020081962095,-90.239714384079,N,N,N,2021-09-02 18:15:11.749,2021-09-02 18:15:12.864,2021-09-02 18:15:12.330,,0.0,1.36,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2442,146136,Chevron,Chevron,,17634 US-190,Frisco St,Port Barre,"Lafayette, LA",LA,70577,30.546205361444,-91.964341253042,N,Y,N,2021-09-05 14:38:12.789,,2021-09-01 13:57:32.713,2.99,5.0,1.13,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2443,146134,Texaco,Texaco,,17680 US-190,Frisco St,Port Barre,"Lafayette, LA",LA,70577,30.546154467531,-91.963111460208,Y,Y,Y,2021-09-08 22:12:38.987,2019-07-14 21:37:13.562,,2.99,5.0,0.9,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2444,138952,Shop Rite,,,800 The Blvd ,Campania St,Rayne,"Lafayette, LA",LA,70578,30.243645548209,-92.269341945648,Y,Y,Y,2021-09-08 00:22:18.672,2021-09-08 00:22:18.672,2021-09-08 00:22:18.672,,0.0,2.7,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2445,128204,Chevron,Chevron,Peto's,15125 LA-395,I-10 ,Roanoke,"Lafayette, LA",LA,70581,30.253136083937,-92.74040222168,Y,Y,Y,2021-09-06 21:07:29.230,2021-09-06 21:07:30.955,2021-09-06 21:07:33.822,2.87,4.0,1.45,1,2021-09-05 19:00:00.000,2021-09-10 19:23:01.000
2446,50891,CITGO,CITGO,,804 S Main St,Hyacinth St,St Martinville,"Lafayette, LA",LA,70582,30.116858,-91.831715,N,Y,Y,2021-09-04 03:16:16.197,2021-09-04 23:03:14.399,,,0.0,1.42,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2447,147602,Exxon,Exxon,Shop Rite,312 N Main St,E Madison St,St Martinville,"Lafayette, LA",LA,70582,30.125941865015,-91.828357279301,N,Y,Y,2021-09-03 23:04:07.675,2019-07-22 03:37:04.440,2019-07-22 03:37:04.440,2.99,5.0,4.3,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2448,50894,Shell,Shell,,406 Ambassador Caffery Pkwy,E Amedee Dr,Scott,"Lafayette, LA",LA,70583,30.239934969133,-92.066443562508,N,Y,Y,2021-09-10 15:05:58.232,2021-09-10 13:09:20.416,2021-09-10 13:09:20.416,2.69,1.0,1.02,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2449,116588,Chevron,Chevron,,206 N Ambassador Caffery Pkwy,Willow St,Scott,"Lafayette, LA",LA,70583-4939,30.242651955197,-92.067103385925,N,Y,Y,2021-09-01 20:06:01.005,,,,0.0,4.21,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2450,154422,Chevron,Chevron,,1241 Tate Cove Rd,Whiteville Rd,Ville Platte,"Lafayette, LA",LA,70586,30.699706,-92.261021,Y,Y,Y,,,,,0.0,2.48,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2451,159635,Conoco,Conoco,,4879 US-167,St Landry Hwy,Ville Platte,"Lafayette, LA",LA,70586,30.820098892467,-92.352329492569,Y,Y,Y,,,,,0.0,1.88,1,2021-09-04 01:00:00.000,2021-09-10 19:23:01.000
2452,128161,Shell,Shell,Y-Not Stop,214 Tate Cove Rd,LaSalle St,Ville Platte,"Lafayette, LA",LA,70586,30.68678166029,-92.26484388113,Y,Y,Y,2021-09-10 18:27:02.174,2021-09-10 18:27:02.174,2021-09-10 18:27:02.174,2.85,3.0,1.45,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2453,89334,Chevron,Chevron,,2700 Ruth St,Patton Rd,Sulphur,Lake Charles,LA,70601,30.21297113503,-93.376611471176,Y,Y,Y,2020-10-13 21:16:44.202,2020-10-13 21:16:44.202,,2.99,5.0,1.6,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2454,149617,Chevron,Chevron,,1717 Gerstner Memorial Dr,Legion St,Lake Charles,Lake Charles,LA,70601,30.21716,-93.179868,Y,Y,Y,,,,,0.0,1.01,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2455,143112,Exxon,Exxon,Calcasieu Express,2530 Broad St,Gerstner Memorial Dr,Lake Charles,Lake Charles,LA,70601-4870,30.227289832982,-93.180719017982,Y,Y,Y,2020-10-20 15:22:37.486,2020-10-20 15:22:37.486,2020-10-20 15:22:37.486,2.79,3.0,19.42,2,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2456,152561,Conoco,Conoco,Shop Rite,1110 E Prien Lake Rd,Enterprise Blvd,Lake Charles,Lake Charles,LA,70601,30.19801052846,-93.204628229141,Y,Y,Y,2020-09-10 12:36:31.603,2020-09-10 12:36:41.731,2020-09-10 12:36:32.510,2.99,5.0,1.01,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2457,135546,Valero,Valero,Corner Store,3302 Ernest St,W Prien Lake Rd,Lake Charles,Lake Charles,LA,70601-8466,30.197996619183,-93.223478794097,Y,Y,Y,2020-08-31 01:42:44.670,2020-08-31 01:42:44.670,,,0.0,1.02,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2458,173563,Shell,Shell,,2616 Lake St,18th St,Lake Charles,Lake Charles,LA,70601,30.20581332253,-93.232688158751,Y,Y,Y,2020-09-16 15:11:22.002,2020-09-16 15:11:22.002,2020-09-16 15:11:22.002,,0.0,1.5,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2459,198680,Chevron,Chevron,Airport Corner Store,6878 Gauthier Rd,Big Lake Rd,Lake Charles,Lake Charles,LA,70605,30.138336,-93.282166,Y,Y,Y,,,,,0.0,,0,,2021-09-10 19:23:01.000
2460,114912,Smoke Shop Kwik Stop,,,4305 Lake St,Cricket St,Lake Charles,Lake Charles,LA,70605,30.180664134745,-93.232169151306,Y,Y,Y,,,,,0.0,1.13,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2461,135985,Valero,Valero,,4452 Ryan St,W McNeese St,Lake Charles,Lake Charles,LA,70605,30.176402417445,-93.218720555305,Y,Y,Y,2020-10-11 19:57:23.393,2020-10-11 19:57:21.707,,,0.0,1.38,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2462,149186,Conoco,Conoco,,Gulf Hwy,Arsene Lebleu Rd,Lake Charles,Lake Charles,LA,70607,30.06616,-93.213436,Y,Y,Y,,,,,0.0,19.54,2,2021-09-02 23:00:00.000,2021-09-10 19:23:01.000
2463,150335,Shell,Shell,,2587 Smith Road,Gerstner Memorial Blvd,Lake Charles,Lake Charles,LA,70607,30.168741,-93.180161,N,N,Y,2021-09-05 20:45:12.911,2021-09-05 20:45:14.153,,,0.0,1.1,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2464,154797,CITGO,CITGO,,108 LA-397,I-10  ,Lake Charles,Lake Charles,LA,70615,30.238972,-93.129752,Y,Y,Y,2020-11-11 11:28:26.976,2020-11-11 11:28:26.977,2020-11-11 11:28:26.977,,0.0,8.03,2,2021-09-09 06:00:00.000,2021-09-10 19:23:01.000
2465,171888,Chaisson Grocery,,,2198 Claude Hebert Rd,Chaisson Rd,Lake Charles,Lake Charles,LA,70615,30.29051,-93.085517,Y,Y,Y,,,,,0.0,,0,,2021-09-10 19:23:01.000
2466,95960,Conoco,Conoco,Brookshire Bros,820 E 1st St,Country Club Cir,DeRidder,Lake Charles,LA,70634,30.846568541784,-93.270256519318,Y,Y,Y,2020-10-03 13:08:43.937,2020-10-03 13:08:43.941,,,0.0,1.02,1,2021-09-09 06:00:00.000,2021-09-10 19:23:01.000
2467,117651,CITGO,CITGO,,988 W 1st St,Texas St,DeRidder,Lake Charles,LA,70634,30.846623808799,-93.29690694809,Y,Y,Y,2020-10-11 18:13:34.940,2020-10-11 18:13:34.941,2020-10-11 18:13:34.940,,0.0,0.42,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2468,110978,26 Express,,,215 LA-26,Pruitt Rd,DeRidder,Lake Charles,LA,70634,30.823492,-93.239036,Y,Y,Y,,,,,0.0,1.19,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
2469,201512,Buchiki's,,,5912 W Main St,Martin Luther King Blvd,Houma,Lake Charles,LA,70634,29.634994,-90.760006,Y,Y,N,2021-09-09 15:31:08.150,2021-09-09 15:31:14.297,2021-09-09 15:31:12.584,,0.0,1.98,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2470,167968,Foreman's Market,,,8236 LA-113,LA-394,Dry Creek,Lake Charles,LA,70637,30.671842837769,-93.045887053013,Y,Y,Y,,,,,0.0,1.02,1,2021-08-29 19:00:00.000,2021-09-10 19:23:01.000
2471,151436,Chevron,Exxon,,4899   LA-10, LA-3206,Elizabeth,Lake Charles,LA,70638,30.874043,-92.789207,Y,Y,Y,,,,3.03,5.0,6.38,2,2021-09-06 23:00:00.000,2021-09-10 19:23:01.000
2472,167107,Valero,Valero,,8672 Hwy 165,7th Ave,Oberlin,Lake Charles,LA,70655,30.622499,-92.761527,Y,Y,Y,2020-11-17 22:26:31.270,2020-11-17 22:26:31.271,,,0.0,1.0,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
2473,172072,Craven's Handy Stop,,,9242 LA-10,LA-339,Pitkin,"Alexandria, LA",LA,70656,30.966322,-93.035976,Y,Y,Y,,,,,0.0,2.94,1,2021-09-09 14:00:00.000,2021-09-10 19:23:01.000
2474,152856,Lambright's,,,13496 Pitkin Hwy,Par Rd 528,Pitkin,"Alexandria, LA",LA,70656,30.93223,-92.916417,Y,Y,Y,,,,,0.0,1.15,1,2021-09-09 14:00:00.000,2021-09-10 19:23:01.000
2475,141339,Conoco,Conoco,Brookshire Bros,1612 Ruth St,W Parish Rd,Sulphur,Lake Charles,LA,70663,30.224700353484,-93.376021385193,Y,Y,Y,2021-09-06 11:18:34.700,2020-10-08 19:42:54.983,,,0.0,41.4,3,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2476,104444,Murphy USA,Murphy USA,,527 N Cities Service Hwy,Summerwood Dr,Sulphur,Lake Charles,LA,70663,30.23318,-93.326206,Y,Y,Y,2020-10-20 15:09:44.693,2020-10-20 15:09:44.704,2020-08-27 20:44:24.000,2.69,1.0,3.12,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2477,201890,Exxon,Exxon,,4001 S Beglis Pkwy,Ravia Rd,Sulphur,Lake Charles,LA,70665,30.193156,-93.357762,Y,Y,Y,,,,,0.0,,0,,2021-09-10 19:23:01.000
2478,201075,Phillips 66,Phillips 66,Phillips Food Mart,105 Phillips Rd,Davis Rd,Westlake,Lake Charles,LA,70669,30.284724,-93.250186,Y,Y,Y,2020-11-16 13:41:05.437,2020-11-16 13:41:04.372,,,0.0,1.0,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2479,133590,Landry's Market Deli,,,21470 Old LA-16,Andrews Rd,Denham Springs,Baton Rouge,LA,70706,30.382033904486,-90.867217183113,N,N,Y,2021-08-31 18:27:34.064,2021-08-31 18:27:34.063,,,0.0,1.33,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2480,108384,Shell,Exxon,Good to Go,9171 LA-67  ,Haynes Street,Clinton,Baton Rouge,LA,70722,30.846034292332,-91.001343727112,Y,Y,N,2021-09-06 14:49:36.428,2021-09-06 14:49:37.583,2021-09-05 16:15:55.488,,0.0,3.48,1,2021-09-09 21:00:00.000,2021-09-10 19:23:01.000
2481,86248,Exxon,Exxon,On The Run 3,31752 LA-16,Lockhart Rd,Denham Springs,Baton Rouge,LA,70726-1443,30.528350263835,-90.955789089203,Y,Y,N,2021-09-06 17:05:27.816,2021-09-06 17:05:27.817,2021-09-06 03:06:18.926,2.69,1.0,1.7,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2482,86284,Exxon,Exxon,,1004 Florida Blvd,Don Ave,Denham Springs,Baton Rouge,LA,70726,30.473680177838,-90.962505340576,N,N,Y,2021-09-01 15:55:01.224,2021-09-01 15:55:01.224,,,0.0,1.35,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2483,129345,Rushing Corner,,,2366 S Range Ave,Rushing Rd,Denham Springs,Baton Rouge,LA,70726,30.457494,-90.956138,Y,Y,N,2021-09-06 15:31:52.585,2021-09-06 15:31:52.585,2021-09-06 15:31:52.585,2.59,1.0,1.44,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2484,153357,Shell,Shell,,23865 LA-16,S Point Dr,Denham Springs,Baton Rouge,LA,70726,30.410422,-90.912884,Y,Y,N,2021-09-04 18:34:35.910,2021-09-04 18:34:35.910,2021-09-04 18:34:35.910,3.05,5.0,5.18,2,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2485,83587,Murphy Express,Murphy Express,,130 S Airline Hwy,Cornerview St,Gonzales,Baton Rouge,LA,70737,30.231969,-90.907057,N,Y,N,2021-09-09 02:01:09.400,2021-09-08 00:03:21.830,2021-09-09 02:01:10.899,2.72,2.0,1.04,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2486,50779,Shell,Shell,Cracker Barrel,19100 Greenwell Springs,Magnolia Bridge Rd,Greenwell Springs,Baton Rouge,LA,70739,30.534209250473,-90.988147258759,Y,Y,Y,2021-09-10 12:24:33.333,2021-09-10 12:24:36.406,2021-09-10 12:24:35.715,2.65,1.0,4.45,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2487,150109,Billy's,,,  US-190,Florida St,Krotz Springs,"Lafayette, LA",LA,70750,30.541814,-91.760204,N,Y,N,2021-09-07 15:41:20.631,2021-09-07 15:41:24.627,2021-09-07 15:41:23.846,,0.0,1.15,1,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
2488,162463,Alma Plantation Store,,,4389 Alma Rd,LA-416,New Roads,Baton Rouge,LA,70752,30.59956,-91.39004,Y,Y,Y,2021-09-06 22:10:04.818,2021-09-06 22:10:06.431,2021-09-06 22:10:05.964,,0.0,20.83,2,2021-09-01 14:00:00.000,2021-09-10 19:23:01.000
2489,160010,Valero,Valero,Livonia Quick Stop,7883 Airline Hwy,Maringouin Rd,Livonia,Baton Rouge,LA,70755,30.555174873206,-91.565873622894,N,Y,N,2021-09-08 22:32:58.598,2021-09-03 00:56:10.752,2021-09-01 20:01:10.660,,0.0,1.51,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2490,150354,Maringouin Jr Mart,,,77100 Landry Dr,Hwy 77,Maringouin,Baton Rouge,LA,70757,30.492549,-91.518298,Y,Y,N,2021-09-04 17:57:43.758,2021-09-02 13:15:57.289,2021-09-03 03:34:13.900,,0.0,8.27,2,2021-09-09 20:00:00.000,2021-09-10 19:23:01.000
2491,158644,Chevron,Chevron,,  LA-1,Hospital Rd,New Roads,Baton Rouge,LA,70760,30.704893,-91.477082,Y,Y,Y,2021-09-04 12:51:20.253,2021-09-04 12:51:23.421,2021-09-01 19:55:04.522,2.99,5.0,11.2,2,2021-09-09 03:00:00.000,2021-09-10 19:23:01.000
2492,156101,Texaco,Texaco,,58726 Belleview Dr,Earle Dr,Plaquemine,Baton Rouge,LA,70764,30.272224,-91.240354,N,Y,Y,2021-09-05 20:59:28.163,2021-09-05 20:59:29.237,,,0.0,0.85,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2493,50878,Exxon,Exxon,,24505 LA-1 S,LA-75,Plaquemine,Baton Rouge,LA,70765,30.2821191067,-91.2284502987,N,Y,Y,2021-09-05 15:19:37.062,2021-09-05 14:22:25.887,,,0.0,0.77,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2494,133355,Exxon,Exxon,LA EXPRESS FOOD STOR,222 LA-415,Sharlot Blvd,Port Allen,Baton Rouge,LA,70767,30.452148215743,-91.246020197868,Y,Y,Y,2021-09-06 17:29:10.968,2021-09-06 17:29:13.301,2021-09-05 15:24:02.552,2.89,4.0,1.02,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2495,153491,TMI Fuel Stop,,,524 US-190,N River Rd,Port Allen,Baton Rouge,LA,70767,30.507444,-91.207681,N,N,N,2021-09-07 23:10:05.786,2021-09-07 23:10:05.786,2021-09-07 23:10:05.786,,0.0,1.04,1,2021-09-09 19:00:00.000,2021-09-10 19:23:01.000
2496,175531,RaceTrac,RaceTrac,2352,16300 Airline Hwy,LA-73,Prairieville,Baton Rouge,LA,70769,30.304535,-90.973207,Y,Y,Y,2021-09-09 23:59:26.435,2021-09-09 23:59:29.325,2021-09-09 23:59:28.597,2.73,2.0,1.23,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2497,186783,Valero,,Corner Store,14001 LA-73,I-10,Prairieville,Baton Rouge,LA,70769,30.271504400475,-90.984912514687,Y,Y,Y,2021-09-09 12:51:18.956,2021-09-09 12:51:18.956,2021-09-09 12:51:18.956,,0.0,0.67,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2498,108408,Exxon,,Jett’s Food Mart,3566 E Main St,LA-19,Slaughter,Baton Rouge,LA,70777,30.716330159118,-91.143071651459,Y,Y,Y,2021-09-09 18:19:41.712,2021-09-09 18:19:42.678,2021-09-09 18:19:42.062,,0.0,0.42,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2499,152795,Circle K,,,32150 Walker Rd N,Courtney Rd,Walker,Baton Rouge,LA,70785,30.534984,-90.858719,Y,Y,N,2021-09-08 20:21:08.814,2021-09-08 20:21:13.935,2021-09-07 00:40:09.765,2.79,3.0,8.5,2,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2500,50699,Shell,Shell,Circle K,5505 Airline Hwy,McClelland Dr,Baton Rouge,Baton Rouge,LA,70805,30.506186421905,-91.135540008545,Y,Y,Y,,,,,0.0,1.55,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2501,113852,Mobil Truck Stop,Mobil,Airline Mobil,6305 Airline Hwy,St Gerard Ave,Baton Rouge,Baton Rouge,LA,70805-3210,30.497549,-91.127284,Y,Y,Y,2021-09-07 19:06:25.780,2021-09-07 19:06:25.780,2021-09-07 19:06:25.780,,0.0,1.47,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2502,69024,Marathon,CITGO,Birdie's,483 Belle Terre Blvd,Fairway Dr,Laplace,New Orleans,LA,70068,30.086288,-90.50357,N,N,N,2021-09-04 16:42:44.687,2021-09-04 16:42:45.553,2021-09-04 16:42:45.203,,0.0,1.59,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2503,56138,Shell,Shell,,2145 Barataria Blvd,Cousins Blvd,Marrero,New Orleans,LA,70072,29.865618962011,-90.097246170044,N,N,N,2021-09-05 20:26:22.536,2021-09-05 20:26:24.651,2021-09-05 20:26:23.997,2.99,5.0,0.78,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2504,72497,Shell,Shell,Brother's Food Mart,2698 Barataria Blvd,Ames Blvd,Marrero,New Orleans,LA,70072,29.852996,-90.109146,Y,Y,Y,2021-09-07 00:15:24.736,2021-09-07 00:15:28.365,,2.99,5.0,1.42,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2505,74278,Stop-N-Go,,,3751 Barataria Blvd,Dolores Dr,Marrero,New Orleans,LA,70072,29.835785878161,-90.11604309082,N,N,Y,2021-09-08 16:40:55.799,2021-09-08 16:40:56.855,,,0.0,9.45,2,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2506,119015,Fina,,,6335 LA-18,MBC Plantation Rd,St James,New Orleans,LA,70086,30.007527870809,-90.839005708694,Y,Y,Y,,,,,0.0,0.97,1,2021-09-08 19:00:00.000,2021-09-10 19:23:01.000
2507,107570,RaceTrac,RaceTrac,482,521 Almedia Rd,Airline Dr,St Rose,New Orleans,LA,70087,29.971925565721,-90.307402610779,Y,Y,Y,2021-09-09 22:05:46.750,2021-09-09 22:05:47.687,2021-09-09 22:05:47.268,2.69,1.0,1.02,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2508,163071,Shell,Shell,,River Rd,Bernard Ave,St Rose,New Orleans,LA,70087,29.955941,-90.290883,Y,Y,Y,,,,,0.0,1.02,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2509,158168,Conoco,Conoco,Corner Dr Inn,2105 LA-20,LA-18,North Vacherie,New Orleans,LA,70090,30.007050944931,-90.729818344116,Y,Y,Y,,,,,0.0,1.0,1,2021-09-09 22:00:00.000,2021-09-10 19:23:01.000
2510,199888,Ellzey Food Mart,,,42991 LA-23,Sooner Ln,Venice,New Orleans,LA,70091,29.272736,-89.353094,Y,Y,Y,,,,,0.0,27.42,2,2021-09-09 14:00:00.000,2021-09-10 19:23:01.000
2511,156870,Discount Max,,,142 W Tish Dr,US-90,Avondale,New Orleans,LA,70094,29.910714,-90.206361,N,N,Y,2021-09-01 00:10:22.575,2021-09-01 00:10:22.575,,,0.0,2.9,1,2021-09-09 19:00:00.000,2021-09-10 19:23:01.000
2512,50852,Shell,Shell,,600 S Carrollton,St Charles Ave,New Orleans,New Orleans,LA,70118,29.943205,-90.134274,N,N,N,2021-08-30 15:44:27.717,2021-09-05 20:41:22.917,2021-08-30 15:44:27.717,,0.0,1.52,1,2021-09-09 17:00:00.000,2021-09-10 19:23:01.000
2513,82528,Shell,Shell,,3101 S Carrollton Ave,Earhart Blvd,New Orleans,New Orleans,LA,70118,29.961115972062,-90.114498138428,N,N,Y,2021-08-27 22:28:25.487,2021-09-01 21:39:42.089,,3.00,5.0,1.2,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
2514,123832,Delta,Delta,,3400 S Claiborne Ave,Louisania Ave,New Orleans,New Orleans,LA,70118,29.940814987615,-90.096586346626,N,N,Y,2021-08-30 18:59:38.235,2021-09-01 21:38:49.121,,,0.0,1.0,1,2021-09-09 23:00:00.000,2021-09-10 19:23:01.000
